	Chr	Pos	PhyloP	Strand	EnsemblID	isSub
0	chr9	116236	-0.257	-	ENSG00000170122	False
1	chr9	116237	-0.09	-	ENSG00000170122	False
2	chr9	116238	0.19	-	ENSG00000170122	False
3	chr9	116239	0.072	-	ENSG00000170122	False
4	chr9	116240	-0.06	-	ENSG00000170122	False
5	chr9	116241	-0.64	-	ENSG00000170122	False
6	chr9	116242	0.108	-	ENSG00000170122	False
7	chr9	116243	0.425	-	ENSG00000170122	False
8	chr9	116244	-0.625	-	ENSG00000170122	False
9	chr9	116245	-0.106	-	ENSG00000170122	False
10	chr9	116246	-0.023	-	ENSG00000170122	False
11	chr9	116247	0.239	-	ENSG00000170122	False
12	chr9	116248	-0.178	-	ENSG00000170122	False
13	chr9	116249	1.291	-	ENSG00000170122	False
14	chr9	116250	2.017	-	ENSG00000170122	False
15	chr9	116251	1.365	-	ENSG00000170122	False
16	chr9	116252	2.443	-	ENSG00000170122	False
17	chr9	116253	2.109	-	ENSG00000170122	False
18	chr9	116254	3.503	-	ENSG00000170122	False
19	chr9	116255	1.351	-	ENSG00000170122	False
20	chr9	116256	-0.47	-	ENSG00000170122	False
21	chr9	116257	-0.361	-	ENSG00000170122	False
22	chr9	116258	0.479	-	ENSG00000170122	False
23	chr9	116259	0.683	-	ENSG00000170122	False
24	chr9	116260	0.809	-	ENSG00000170122	False
25	chr9	116261	-1.135	-	ENSG00000170122	False
26	chr9	116262	-0.285	-	ENSG00000170122	False
27	chr9	116263	0.358	-	ENSG00000170122	False
28	chr9	116264	-1.269	-	ENSG00000170122	False
29	chr9	116265	0.588	-	ENSG00000170122	False
30	chr9	116266	-0.933	-	ENSG00000170122	False
31	chr9	116267	-0.254	-	ENSG00000170122	False
32	chr9	116268	0.79	-	ENSG00000170122	False
33	chr9	116269	1.713	-	ENSG00000170122	False
34	chr9	116270	0.989	-	ENSG00000170122	False
35	chr9	116271	-0.02	-	ENSG00000170122	False
36	chr9	116272	0.737	-	ENSG00000170122	False
37	chr9	116273	0.699	-	ENSG00000170122	False
38	chr9	116274	1.882	-	ENSG00000170122	False
39	chr9	116275	0.436	-	ENSG00000170122	False
40	chr9	116276	-0.343	-	ENSG00000170122	False
41	chr9	116277	0.653	-	ENSG00000170122	False
42	chr9	116278	2.151	-	ENSG00000170122	False
43	chr9	116279	3.598	-	ENSG00000170122	False
44	chr9	116280	-0.222	-	ENSG00000170122	False
45	chr9	116281	0.636	-	ENSG00000170122	False
