	Chr	Pos	PhyloP	Strand	EnsemblID	isSub
0	chr22	23915311	0.271	-	ENSG00000128322	False
1	chr22	23915312	-0.413	-	ENSG00000128322	False
2	chr22	23915313	0.17	-	ENSG00000128322	False
3	chr22	23915314	0.296	-	ENSG00000128322	False
4	chr22	23915315	0.622	-	ENSG00000128322	False
5	chr22	23915316	0.259	-	ENSG00000128322	False
6	chr22	23915317	1.739	-	ENSG00000128322	False
7	chr22	23915318	-1.038	-	ENSG00000128322	False
8	chr22	23915319	1.33	-	ENSG00000128322	False
9	chr22	23915320	1.147	-	ENSG00000128322	False
10	chr22	23915321	0.744	-	ENSG00000128322	False
11	chr22	23915322	-0.573	-	ENSG00000128322	False
12	chr22	23915323	-0.793	-	ENSG00000128322	False
13	chr22	23915324	0.634	-	ENSG00000128322	False
14	chr22	23915325	-1.884	-	ENSG00000128322	False
15	chr22	23915326	-0.357	-	ENSG00000128322	False
16	chr22	23915327	0.218	-	ENSG00000128322	False
17	chr22	23915328	-0.116	-	ENSG00000128322	False
18	chr22	23915329	-0.684	-	ENSG00000128322	False
19	chr22	23915330	-0.324	-	ENSG00000128322	False
20	chr22	23915331	0.053	-	ENSG00000128322	False
21	chr22	23915332	0.386	-	ENSG00000128322	False
22	chr22	23915333	-0.644	-	ENSG00000128322	False
23	chr22	23915334	2.619	-	ENSG00000128322	False
24	chr22	23915335	0.102	-	ENSG00000128322	False
25	chr22	23915336	0.166	-	ENSG00000128322	False
26	chr22	23915337	-0.007	-	ENSG00000128322	False
27	chr22	23915338	1.422	-	ENSG00000128322	False
28	chr22	23915339	0.273	-	ENSG00000128322	False
29	chr22	23915340	-0.167	-	ENSG00000128322	False
30	chr22	23915341	1.773	-	ENSG00000128322	False
31	chr22	23915342	-1.656	-	ENSG00000128322	False
32	chr22	23915343	0.513	-	ENSG00000128322	False
33	chr22	23915344	-0.841	-	ENSG00000128322	False
34	chr22	23915345	0.081	-	ENSG00000128322	False
35	chr22	23915346	-0.442	-	ENSG00000128322	False
36	chr22	23915347	-0.239	-	ENSG00000128322	False
37	chr22	23915348	-1.776	-	ENSG00000128322	False
38	chr22	23915349	-0.437	-	ENSG00000128322	False
39	chr22	23915350	0.019	-	ENSG00000128322	False
40	chr22	23915351	0.697	-	ENSG00000128322	False
41	chr22	23915352	0.669	-	ENSG00000128322	False
42	chr22	23915353	-0.243	-	ENSG00000128322	False
43	chr22	23915354	-0.23	-	ENSG00000128322	False
44	chr22	23915355	0.333	-	ENSG00000128322	False
45	chr22	23915356	-0.503	-	ENSG00000128322	False
46	chr22	23915357	-0.039	-	ENSG00000128322	False
47	chr22	23915358	0.913	-	ENSG00000128322	False
48	chr22	23915359	0.398	-	ENSG00000128322	False
49	chr22	23915360	0.081	-	ENSG00000128322	False
50	chr22	23915361	0.224	-	ENSG00000128322	False
51	chr22	23915362	-0.471	-	ENSG00000128322	False
52	chr22	23915363	0.257	-	ENSG00000128322	False
53	chr22	23915364	0.882	-	ENSG00000128322	False
54	chr22	23915365	-0.072	-	ENSG00000128322	False
55	chr22	23915366	0.157	-	ENSG00000128322	False
56	chr22	23915367	-1.405	-	ENSG00000128322	False
57	chr22	23915368	0.058	-	ENSG00000128322	False
58	chr22	23915369	1.082	-	ENSG00000128322	False
59	chr22	23915370	-0.066	-	ENSG00000128322	False
60	chr22	23915371	-0.164	-	ENSG00000128322	False
61	chr22	23915372	-3.031	-	ENSG00000128322	False
62	chr22	23915373	-0.293	-	ENSG00000128322	False
63	chr22	23915374	0.606	-	ENSG00000128322	False
64	chr22	23915375	-0.213	-	ENSG00000128322	False
65	chr22	23915376	-0.035	-	ENSG00000128322	False
66	chr22	23915377	-0.437	-	ENSG00000128322	False
67	chr22	23915378	-0.504	-	ENSG00000128322	False
68	chr22	23915379	0.12	-	ENSG00000128322	False
69	chr22	23915380	1.809	-	ENSG00000128322	False
70	chr22	23915381	-1.707	-	ENSG00000128322	False
71	chr22	23915382	0.313	-	ENSG00000128322	False
72	chr22	23915383	0.102	-	ENSG00000128322	False
73	chr22	23915384	-0.793	-	ENSG00000128322	False
74	chr22	23915385	-0.722	-	ENSG00000128322	False
75	chr22	23915386	0.514	-	ENSG00000128322	False
76	chr22	23915387	-0.161	-	ENSG00000128322	False
77	chr22	23915388	3.428	-	ENSG00000128322	False
78	chr22	23915389	-0.339	-	ENSG00000128322	False
79	chr22	23915390	-0.285	-	ENSG00000128322	False
80	chr22	23915391	0.321	-	ENSG00000128322	False
81	chr22	23915392	0.838	-	ENSG00000128322	False
82	chr22	23915393	-0.037	-	ENSG00000128322	False
83	chr22	23915394	-2.148	-	ENSG00000128322	False
84	chr22	23915395	1.137	-	ENSG00000128322	False
85	chr22	23915396	-0.9	-	ENSG00000128322	False
86	chr22	23915397	-0.902	-	ENSG00000128322	False
87	chr22	23915398	0.243	-	ENSG00000128322	False
88	chr22	23915399	0.238	-	ENSG00000128322	False
89	chr22	23915400	0.225	-	ENSG00000128322	False
90	chr22	23915401	-0.159	-	ENSG00000128322	False
91	chr22	23915402	-0.618	-	ENSG00000128322	False
92	chr22	23915403	-0.367	-	ENSG00000128322	False
93	chr22	23915404	1.44	-	ENSG00000128322	False
94	chr22	23915405	-0.374	-	ENSG00000128322	False
95	chr22	23915406	0.006	-	ENSG00000128322	False
96	chr22	23915407	-0.02	-	ENSG00000128322	False
97	chr22	23915408	-0.13	-	ENSG00000128322	False
98	chr22	23915409	-0.126	-	ENSG00000128322	False
99	chr22	23915410	-0.544	-	ENSG00000128322	False
100	chr22	23915411	-0.116	-	ENSG00000128322	False
101	chr22	23915412	-0.447	-	ENSG00000128322	False
102	chr22	23915413	-1.772	-	ENSG00000128322	False
103	chr22	23915414	-1.522	-	ENSG00000128322	False
104	chr22	23915415	-0.775	-	ENSG00000128322	False
105	chr22	23915416	1.161	-	ENSG00000128322	False
106	chr22	23915417	1.187	-	ENSG00000128322	False
107	chr22	23915418	0.205	-	ENSG00000128322	False
108	chr22	23915419	0.11	-	ENSG00000128322	False
109	chr22	23915420	-0.075	-	ENSG00000128322	False
110	chr22	23915421	0.745	-	ENSG00000128322	False
111	chr22	23915422	0.911	-	ENSG00000128322	False
112	chr22	23915423	-0.763	-	ENSG00000128322	False
113	chr22	23915424	1.122	-	ENSG00000128322	False
114	chr22	23915425	2.392	-	ENSG00000128322	False
115	chr22	23915426	-0.083	-	ENSG00000128322	False
116	chr22	23915427	-1.945	-	ENSG00000128322	False
117	chr22	23915428	-3.324	-	ENSG00000128322	False
118	chr22	23915429	-2.259	-	ENSG00000128322	False
119	chr22	23915430	-0.106	-	ENSG00000128322	False
120	chr22	23915431	-0.223	-	ENSG00000128322	False
121	chr22	23915432	2.019	-	ENSG00000128322	False
122	chr22	23915433	1.679	-	ENSG00000128322	False
123	chr22	23915434	-0.145	-	ENSG00000128322	False
124	chr22	23915435	0.804	-	ENSG00000128322	False
125	chr22	23915436	-0.044	-	ENSG00000128322	False
126	chr22	23915437	2.641	-	ENSG00000128322	False
127	chr22	23915438	-0.222	-	ENSG00000128322	False
128	chr22	23915439	-0.234	-	ENSG00000128322	False
129	chr22	23915440	-0.7	-	ENSG00000128322	False
130	chr22	23915441	0.758	-	ENSG00000128322	False
131	chr22	23915442	0.872	-	ENSG00000128322	False
132	chr22	23915443	1.844	-	ENSG00000128322	False
133	chr22	23915444	-1.376	-	ENSG00000128322	False
134	chr22	23915445	-0.474	-	ENSG00000128322	False
135	chr22	23915446	-1.027	-	ENSG00000128322	False
136	chr22	23915447	-0.277	-	ENSG00000128322	False
137	chr22	23915448	1.347	-	ENSG00000128322	False
